#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-29T22:56:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cc604a26b63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/19&tab:{V/19/data}&key:source=V/19/data&HTTPPRM:&&-ref=VIZ5cc604a26b63&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=Cl&-out=N&-out=ID&-out=B-V&-out=Vmag&-out=LC&-out=log.Teff&-out=logL&-out=Age&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=V/19/data
#-order=I
#-out=log.Teff
#-out=logL
#

#RESOURCE=yCat_5019
#Name: V/19
#Title: Masses and Ages of Stars in 68 Open Clusters (Piskunov 1980)
#Table	V_19_data:
#Name: V/19/data
#Title: Data for individual stars
#Column	log.Teff	(F6.3)	Logarithm of effective temperature	[ucd=phys.temperature.effective]
#Column	logL	(F5.2)	Logarithm of luminosity	[ucd=phys.luminosity]
log.Teff;logL
 3.739; 0.07
 3.775; 0.03
 3.813; 0.00
 3.720; 0.07
 3.777; 0.02
 3.777; 0.02
 3.768; 0.02
 3.809; 0.00
 3.798; 0.01
 3.752; 0.02
 3.784; 0.00
 3.702; 0.07
 3.764; 0.00
 3.770; 0.00
 3.789;-0.02
 3.793;-0.02
 3.736; 0.01
 3.773;-0.02
 3.764;-0.01
 3.727; 0.02
 3.727; 0.02
 3.727; 0.02
 3.750;-0.01
 3.761;-0.02
 3.748;-0.01
 3.745;-0.01
 3.795;-0.05
 3.806;-0.06
 3.793;-0.06
 3.761;-0.04
 3.761;-0.05
 3.727;-0.01
 3.739;-0.03
 3.791;-0.06
 3.759;-0.05
 3.755;-0.05
 3.770;-0.06
 3.780;-0.07
 3.761;-0.06
 3.752;-0.06
 3.809;-0.09
 3.800;-0.09
 3.800;-0.10
 3.766;-0.08
 3.750;-0.07
 3.761;-0.09
 3.803;-0.11
 3.816;-0.13
 3.766;-0.10
 3.777;-0.11
 3.768;-0.11
 3.750;-0.10
 3.780;-0.12
 3.784;-0.13
 3.736;-0.10
 3.693;-0.06
 3.869;-0.30
 3.588; 2.81
 3.649; 2.53
 3.649; 2.53
 3.649; 2.53
 3.708; 2.39
 3.708; 2.39
 3.708; 2.39
 3.617; 2.59
 3.617; 2.59
 3.617; 2.59
 3.834; 2.23
 3.664; 2.37
 3.664; 2.37
 3.664; 2.37
 3.633; 2.43
 3.633; 2.43
 3.633; 2.43
 3.660; 2.34
 3.660; 2.34
 3.660; 2.34
 3.674; 2.23
 3.674; 2.23
 3.674; 2.23
 3.731; 2.03
 3.698; 2.07
 3.698; 2.07
 3.698; 2.07
 3.914; 1.97
 3.721; 2.01
 3.702; 1.99
 3.694; 1.96
 3.721; 1.90
 3.733; 1.89
 3.744; 1.86
 3.723; 1.88
 3.694; 1.90
 3.710; 1.87
 3.690; 1.90
 3.888; 1.77
 3.700; 1.86
 3.684; 1.90
 3.684; 1.90
 3.684; 1.90
 3.717; 1.84
 3.698; 1.85
 3.721; 1.82
 3.688; 1.86
 3.690; 1.85
 3.715; 1.81
 3.696; 1.83
 3.710; 1.80
 3.710; 1.80
 3.698; 1.82
 3.696; 1.80
 3.650; 1.91
 3.650; 1.91
 3.650; 1.91
 3.696; 1.80
 3.696; 1.80
 3.698; 1.79
 3.680; 1.83
 3.854; 1.67
 3.721; 1.74
 3.712; 1.75
 3.696; 1.77
 3.700; 1.76
 3.694; 1.78
 3.692; 1.78
 3.690; 1.78
 3.710; 1.74
 3.623; 1.97
 3.688; 1.77
 3.694; 1.73
 3.713; 1.67
 3.735; 1.63
 3.717; 1.63
 3.682; 1.68
 3.854; 1.48
 3.708; 1.58
 3.694; 1.57
 3.737; 1.45
 3.713; 1.47
 3.764; 1.40
 3.729; 1.42
 3.712; 1.44
 3.717; 1.43
 3.717; 1.41
 3.690; 1.45
 3.798; 1.33
 3.731; 1.38
 3.715; 1.38
 3.638; 1.54
 3.674; 1.43
 3.877; 1.26
 3.766; 1.29
 3.717; 1.34
 3.892; 1.26
 3.773; 1.28
 3.723; 1.32
 3.751; 1.28
 3.847; 1.23
 3.766; 1.26
 3.777; 1.24
 3.725; 1.28
 3.700; 1.31
 3.798; 1.22
 3.956; 1.24
 3.844; 1.19
 3.777; 1.19
 3.798; 1.17
 3.713; 1.24
 3.809; 1.14
 3.825; 1.13
 3.822; 1.13
 3.825; 1.12
 3.822; 1.12
 3.850; 1.09
 3.819; 1.09
 3.819; 1.09
 3.791; 1.10
 3.854; 1.07
 3.798; 1.08
 3.819; 1.07
 3.789; 1.08
 3.858; 1.06
 3.825; 1.06
 3.847; 1.05
 3.834; 1.05
 3.813; 1.06
 3.809; 1.05
 3.831; 1.05
 3.850; 1.03
 3.806; 1.04
 3.822; 1.04
 3.844; 1.03
 3.798; 1.04
 3.806; 1.04
 3.834; 1.02
 3.825; 1.02
 3.847; 1.02
 3.834; 1.02
 3.819; 1.02
 3.873; 1.02
 3.795; 1.02
 3.819; 1.01
 3.803; 1.01
 3.822; 1.00
 3.847; 0.99
 3.813; 1.00
 3.844; 0.99
 3.828; 0.99
 3.819; 0.99
 3.813; 0.99
 3.819; 0.99
 3.822; 0.99
 3.809; 0.99
 3.841; 0.98
 3.828; 0.98
 3.822; 0.98
 3.828; 0.98
 3.834; 0.96
 3.841; 0.96
 3.841; 0.96
 3.831; 0.96
 3.825; 0.96
 3.800; 0.97
 3.831; 0.96
 3.800; 0.97
 3.831; 0.96
 3.828; 0.96
 3.837; 0.95
 3.841; 0.95
 3.837; 0.94
 3.844; 0.93
 3.844; 0.93
 3.844; 0.93
 3.834; 0.94
 3.834; 0.94
 3.822; 0.94
 3.822; 0.94
 3.831; 0.93
 3.819; 0.93
 3.831; 0.93
 3.841; 0.93
 3.841; 0.93
 3.841; 0.93
 3.828; 0.92
 3.825; 0.92
 3.800; 0.93
 3.831; 0.91
 3.837; 0.91
 3.837; 0.91
 3.837; 0.91
 3.825; 0.91
 3.834; 0.90
 3.825; 0.91
 3.786; 0.92
 3.854; 0.90
 3.841; 0.90
 3.841; 0.90
 3.841; 0.90
 3.834; 0.90
 3.828; 0.90
 3.806; 0.91
 3.841; 0.89
 3.841; 0.89
 3.841; 0.89
 3.841; 0.89
 3.841; 0.89
 3.841; 0.89
 3.837; 0.90
 3.837; 0.90
 3.837; 0.90
 3.825; 0.90
 3.837; 0.89
 3.837; 0.89
 3.837; 0.89
 3.777; 0.91
 3.850; 0.88
 3.822; 0.89
 3.828; 0.89
 3.831; 0.89
 3.831; 0.89
 3.816; 0.89
 3.847; 0.88
 3.847; 0.88
 3.847; 0.88
 3.800; 0.90
 3.816; 0.89
 3.822; 0.89
 3.834; 0.88
 3.834; 0.88
 3.834; 0.88
 3.831; 0.88
 3.837; 0.88
 3.837; 0.88
 3.837; 0.88
 3.809; 0.89
 3.825; 0.88
 3.809; 0.88
 3.831; 0.88
 3.831; 0.88
 3.831; 0.88
 3.834; 0.88
 3.834; 0.88
 3.834; 0.88
 3.834; 0.87
 3.834; 0.87
 3.834; 0.87
 3.822; 0.88
 3.837; 0.87
 3.837; 0.87
 3.837; 0.87
 3.828; 0.87
 3.834; 0.87
 3.834; 0.87
 3.834; 0.87
 3.831; 0.87
 3.831; 0.87
 3.831; 0.87
 3.841; 0.87
 3.841; 0.87
 3.841; 0.87
 3.809; 0.88
 3.816; 0.87
 3.831; 0.87
 3.831; 0.87
 3.831; 0.87
 3.841; 0.86
 3.841; 0.86
 3.841; 0.86
 3.847; 0.86
 3.819; 0.87
 3.828; 0.86
 3.816; 0.87
 3.837; 0.86
 3.837; 0.86
 3.837; 0.86
 3.844; 0.85
 3.844; 0.85
 3.844; 0.85
 3.841; 0.85
 3.841; 0.85
 3.841; 0.85
 3.825; 0.86
 3.837; 0.86
 3.837; 0.86
 3.837; 0.86
 3.825; 0.86
 3.803; 0.86
 3.822; 0.86
 3.841; 0.85
 3.841; 0.85
 3.841; 0.85
 3.813; 0.86
 3.825; 0.85
 3.850; 0.84
 3.850; 0.84
 3.825; 0.85
 3.828; 0.85
 3.828; 0.85
 3.828; 0.85
 3.841; 0.84
 3.841; 0.84
 3.841; 0.84
 3.858; 0.84
 3.850; 0.84
 3.828; 0.84
 3.828; 0.84
 3.828; 0.84
 3.844; 0.84
 3.834; 0.84
 3.834; 0.84
 3.834; 0.84
 3.841; 0.84
 3.841; 0.84
 3.841; 0.84
 3.837; 0.84
 3.837; 0.84
 3.837; 0.84
 3.850; 0.84
 3.844; 0.83
 3.850; 0.83
 3.831; 0.84
 3.831; 0.84
 3.831; 0.84
 3.844; 0.83
 3.822; 0.84
 3.837; 0.82
 3.837; 0.82
 3.837; 0.82
 3.834; 0.82
 3.834; 0.82
 3.834; 0.82
 3.858; 0.82
 3.844; 0.82
 3.825; 0.82
 3.825; 0.82
 3.825; 0.82
 3.844; 0.82
 3.828; 0.82
 3.828; 0.82
 3.828; 0.82
 3.837; 0.82
 3.837; 0.82
 3.837; 0.82
 3.806; 0.83
 3.847; 0.81
 3.837; 0.82
 3.837; 0.82
 3.837; 0.82
 3.841; 0.81
 3.786; 0.83
 3.834; 0.81
 3.834; 0.81
 3.834; 0.81
 3.831; 0.81
 3.831; 0.81
 3.831; 0.81
 3.803; 0.82
 3.828; 0.81
 3.828; 0.81
 3.828; 0.81
 3.834; 0.80
 3.834; 0.80
 3.834; 0.80
 3.831; 0.80
 3.831; 0.80
 3.831; 0.80
 3.831; 0.80
 3.831; 0.80
 3.831; 0.80
 3.841; 0.79
 3.809; 0.80
 3.784; 0.81
 3.800; 0.80
 3.828; 0.79
 3.828; 0.79
 3.828; 0.79
 3.850; 0.78
 3.782; 0.81
 3.837; 0.78
 3.816; 0.79
 3.819; 0.78
 3.819; 0.78
 3.819; 0.78
 3.834; 0.78
 3.841; 0.77
 3.786; 0.79
 3.828; 0.78
 3.828; 0.78
 3.828; 0.78
 3.828; 0.77
 3.828; 0.77
 3.828; 0.77
 3.719; 0.85
 3.847; 0.77
 3.831; 0.77
 3.831; 0.77
 3.831; 0.77
 3.831; 0.77
 3.831; 0.77
 3.831; 0.77
 3.834; 0.76
 3.828; 0.77
 3.828; 0.77
 3.828; 0.77
 3.844; 0.76
 3.834; 0.76
 3.841; 0.76
 3.850; 0.76
 3.837; 0.76
 3.834; 0.76
 3.834; 0.76
 3.847; 0.76
 3.831; 0.76
 3.831; 0.76
 3.831; 0.76
 3.803; 0.77
 3.816; 0.76
 3.816; 0.76
 3.816; 0.76
 3.828; 0.76
 3.828; 0.76
 3.828; 0.76
 3.777; 0.78
 3.806; 0.77
 3.831; 0.75
 3.844; 0.75
 3.844; 0.75
 3.828; 0.75
 3.828; 0.75
 3.828; 0.75
 3.806; 0.75
 3.809; 0.75
 3.822; 0.75
 3.822; 0.75
 3.822; 0.75
 3.834; 0.75
 3.800; 0.76
 3.837; 0.74
 3.825; 0.75
 3.825; 0.75
 3.825; 0.75
 3.816; 0.75
 3.816; 0.75
 3.816; 0.75
 3.803; 0.75
 3.816; 0.75
 3.816; 0.75
 3.816; 0.75
 3.822; 0.75
 3.822; 0.75
 3.822; 0.75
 3.800; 0.75
 3.813; 0.74
 3.813; 0.74
 3.813; 0.74
 3.831; 0.74
 3.803; 0.74
 3.822; 0.74
 3.822; 0.74
 3.822; 0.74
 3.847; 0.73
 3.819; 0.73
 3.819; 0.73
 3.819; 0.73
 3.819; 0.73
 3.819; 0.73
 3.819; 0.73
 3.819; 0.73
 3.819; 0.73
 3.819; 0.73
 3.831; 0.73
 3.834; 0.73
 3.816; 0.74
 3.816; 0.74
 3.816; 0.74
 3.844; 0.72
 3.816; 0.73
 3.816; 0.73
 3.816; 0.73
 3.841; 0.72
 3.837; 0.72
 3.834; 0.72
 3.834; 0.72
 3.813; 0.72
 3.813; 0.72
 3.813; 0.72
 3.834; 0.72
 3.806; 0.72
 3.803; 0.72
 3.850; 0.70
 3.803; 0.72
 3.831; 0.71
 3.828; 0.71
 3.822; 0.71
 3.822; 0.71
 3.822; 0.71
 3.819; 0.71
 3.819; 0.71
 3.819; 0.71
 3.803; 0.71
 3.819; 0.71
 3.819; 0.71
 3.819; 0.71
 3.834; 0.70
 3.795; 0.71
 3.816; 0.70
 3.816; 0.70
 3.816; 0.70
 3.822; 0.70
 3.822; 0.70
 3.822; 0.70
 3.837; 0.69
 3.825; 0.69
 3.834; 0.68
 3.813; 0.69
 3.813; 0.69
 3.813; 0.69
 3.813; 0.69
 3.813; 0.69
 3.813; 0.69
 3.816; 0.69
 3.816; 0.69
 3.816; 0.69
 3.837; 0.68
 3.786; 0.70
 3.800; 0.69
 3.795; 0.69
 3.834; 0.67
 3.819; 0.68
 3.819; 0.68
 3.819; 0.68
 3.837; 0.67
 3.782; 0.69
 3.831; 0.67
 3.813; 0.68
 3.813; 0.68
 3.813; 0.68
 3.782; 0.69
 3.841; 0.67
 3.822; 0.67
 3.813; 0.67
 3.813; 0.67
 3.813; 0.67
 3.822; 0.67
 3.813; 0.67
 3.813; 0.67
 3.813; 0.67
 3.825; 0.67
 3.831; 0.67
 3.822; 0.67
 3.813; 0.66
 3.813; 0.66
 3.813; 0.66
 3.793; 0.67
 3.816; 0.66
 3.816; 0.66
 3.816; 0.66
 3.793; 0.67
 3.834; 0.65
 3.825; 0.66
 3.806; 0.66
 3.806; 0.66
 3.806; 0.66
 3.813; 0.66
 3.813; 0.66
 3.813; 0.66
 3.800; 0.66
 3.816; 0.65
 3.816; 0.65
 3.816; 0.65
 3.806; 0.65
 3.806; 0.65
 3.806; 0.65
 3.791; 0.66
 3.791; 0.66
 3.822; 0.65
 3.798; 0.66
 3.819; 0.65
 3.813; 0.65
 3.813; 0.65
 3.813; 0.65
 3.806; 0.65
 3.806; 0.65
 3.806; 0.65
 3.841; 0.64
 3.809; 0.65
 3.809; 0.65
 3.809; 0.65
 3.828; 0.64
 3.831; 0.64
 3.780; 0.66
 3.831; 0.64
 3.828; 0.64
 3.757; 0.67
 3.786; 0.65
 3.795; 0.65
 3.777; 0.65
 3.793; 0.64
 3.825; 0.62
 3.819; 0.63
 3.809; 0.63
 3.809; 0.63
 3.809; 0.63
 3.816; 0.62
 3.816; 0.62
 3.798; 0.63
 3.798; 0.63
 3.798; 0.63
 3.841; 0.61
 3.822; 0.62
 3.854; 0.60
 3.806; 0.62
 3.806; 0.62
 3.806; 0.62
 3.825; 0.61
 3.793; 0.62
 3.803; 0.61
 3.803; 0.61
 3.803; 0.61
 3.714; 0.69
 3.806; 0.61
 3.806; 0.61
 3.806; 0.61
 3.825; 0.60
 3.780; 0.62
 3.803; 0.61
 3.803; 0.61
 3.803; 0.61
 3.809; 0.61
 3.809; 0.61
 3.809; 0.61
 3.806; 0.61
 3.806; 0.61
 3.806; 0.61
 3.831; 0.60
 3.786; 0.61
 3.816; 0.60
 3.809; 0.60
 3.809; 0.60
 3.809; 0.60
 3.803; 0.60
 3.803; 0.60
 3.803; 0.60
 3.809; 0.60
 3.825; 0.59
 3.798; 0.60
 3.798; 0.60
 3.798; 0.60
 3.828; 0.59
 3.803; 0.60
 3.803; 0.60
 3.803; 0.60
 3.828; 0.59
 3.798; 0.60
 3.798; 0.60
 3.798; 0.60
 3.806; 0.59
 3.806; 0.59
 3.806; 0.59
 3.786; 0.60
 3.813; 0.59
 3.819; 0.59
 3.816; 0.59
 3.822; 0.58
 3.784; 0.60
 3.798; 0.59
 3.798; 0.59
 3.798; 0.59
 3.828; 0.58
 3.819; 0.58
 3.806; 0.58
 3.806; 0.58
 3.806; 0.58
 3.803; 0.58
 3.803; 0.58
 3.803; 0.58
 3.789; 0.59
 3.798; 0.58
 3.798; 0.58
 3.798; 0.58
 3.809; 0.58
 3.791; 0.59
 3.806; 0.57
 3.800; 0.57
 3.800; 0.57
 3.800; 0.57
 3.806; 0.57
 3.813; 0.56
 3.803; 0.57
 3.803; 0.57
 3.803; 0.57
 3.825; 0.56
 3.786; 0.57
 3.795; 0.56
 3.795; 0.56
 3.795; 0.56
 3.791; 0.57
 3.791; 0.57
 3.791; 0.57
 3.791; 0.57
 3.791; 0.57
 3.791; 0.57
 3.816; 0.55
 3.798; 0.56
 3.798; 0.56
 3.798; 0.56
 3.780; 0.57
 3.791; 0.57
 3.791; 0.57
 3.791; 0.57
 3.789; 0.56
 3.789; 0.56
 3.789; 0.56
 3.825; 0.54
 3.795; 0.55
 3.795; 0.55
 3.795; 0.55
 3.793; 0.56
 3.793; 0.56
 3.793; 0.56
 3.791; 0.56
 3.791; 0.56
 3.791; 0.56
 3.793; 0.56
 3.793; 0.56
 3.793; 0.56
 3.800; 0.55
 3.800; 0.55
 3.800; 0.55
 3.793; 0.56
 3.793; 0.56
 3.793; 0.56
 3.803; 0.55
 3.777; 0.56
 3.793; 0.55
 3.793; 0.55
 3.793; 0.55
 3.809; 0.54
 3.822; 0.54
 3.816; 0.54
 3.800; 0.54
 3.800; 0.54
 3.800; 0.54
 3.816; 0.54
 3.809; 0.54
 3.803; 0.54
 3.789; 0.55
 3.789; 0.55
 3.789; 0.55
 3.784; 0.54
 3.819; 0.53
 3.800; 0.54
 3.800; 0.54
 3.800; 0.54
 3.791; 0.54
 3.791; 0.54
 3.791; 0.54
 3.791; 0.54
 3.791; 0.54
 3.791; 0.54
 3.809; 0.52
 3.789; 0.53
 3.789; 0.53
 3.789; 0.53
 3.777; 0.54
 3.793; 0.53
 3.793; 0.53
 3.793; 0.53
 3.789; 0.53
 3.789; 0.53
 3.789; 0.53
 3.798; 0.52
 3.798; 0.52
 3.798; 0.52
 3.784; 0.53
 3.784; 0.53
 3.768; 0.54
 3.806; 0.52
 3.798; 0.52
 3.798; 0.52
 3.798; 0.52
 3.798; 0.52
 3.798; 0.52
 3.798; 0.52
 3.789; 0.52
 3.789; 0.52
 3.789; 0.52
 3.798; 0.52
 3.798; 0.52
 3.798; 0.52
 3.800; 0.51
 3.793; 0.52
 3.793; 0.52
 3.793; 0.52
 3.773; 0.53
 3.803; 0.51
 3.775; 0.52
 3.798; 0.51
 3.777; 0.52
 3.803; 0.51
 3.793; 0.51
 3.793; 0.51
 3.793; 0.51
 3.803; 0.51
 3.761; 0.53
 3.803; 0.50
 3.813; 0.50
 3.800; 0.50
 3.806; 0.50
 3.782; 0.51
 3.786; 0.50
 3.786; 0.50
 3.786; 0.50
 3.764; 0.52
 3.806; 0.49
 3.777; 0.50
 3.793; 0.50
 3.793; 0.50
 3.793; 0.50
 3.784; 0.50
 3.784; 0.50
 3.784; 0.50
 3.786; 0.50
 3.786; 0.50
 3.786; 0.50
 3.806; 0.49
 3.791; 0.49
 3.791; 0.49
 3.791; 0.49
 3.806; 0.49
 3.784; 0.49
 3.784; 0.49
 3.784; 0.49
 3.800; 0.48
 3.777; 0.50
 3.786; 0.49
 3.786; 0.49
 3.786; 0.49
 3.770; 0.50
 3.784; 0.49
 3.784; 0.49
 3.784; 0.49
 3.795; 0.48
 3.800; 0.48
 3.798; 0.48
 3.803; 0.47
 3.795; 0.48
 3.782; 0.48
 3.782; 0.48
 3.782; 0.48
 3.761; 0.49
 3.775; 0.49
 3.791; 0.48
 3.791; 0.48
 3.791; 0.48
 3.798; 0.47
 3.786; 0.48
 3.786; 0.48
 3.786; 0.48
 3.768; 0.49
 3.775; 0.49
 3.782; 0.48
 3.782; 0.48
 3.782; 0.48
 3.780; 0.48
 3.780; 0.48
 3.780; 0.48
 3.782; 0.48
 3.782; 0.48
 3.782; 0.48
 3.791; 0.47
 3.795; 0.47
 3.795; 0.47
 3.800; 0.46
 3.795; 0.47
 3.789; 0.47
 3.789; 0.47
 3.789; 0.47
 3.800; 0.46
 3.793; 0.46
 3.795; 0.46
 3.782; 0.47
 3.782; 0.47
 3.782; 0.47
 3.795; 0.46
 3.786; 0.47
 3.786; 0.47
 3.786; 0.47
 3.798; 0.46
 3.784; 0.46
 3.784; 0.46
 3.784; 0.46
 3.786; 0.46
 3.786; 0.46
 3.786; 0.46
 3.784; 0.46
 3.784; 0.46
 3.784; 0.46
 3.780; 0.46
 3.780; 0.46
 3.780; 0.46
 3.813; 0.45
 3.786; 0.46
 3.786; 0.46
 3.786; 0.46
 3.782; 0.46
 3.782; 0.46
 3.782; 0.46
 3.784; 0.46
 3.784; 0.46
 3.784; 0.46
 3.777; 0.46
 3.777; 0.46
 3.777; 0.46
 3.798; 0.45
 3.770; 0.46
 3.786; 0.46
 3.786; 0.46
 3.786; 0.46
 3.777; 0.46
 3.777; 0.46
 3.777; 0.46
 3.798; 0.45
 3.791; 0.45
 3.800; 0.44
 3.793; 0.45
 3.791; 0.45
 3.791; 0.45
 3.791; 0.45
 3.798; 0.44
 3.806; 0.43
 3.777; 0.45
 3.777; 0.45
 3.777; 0.45
 3.809; 0.43
 3.759; 0.46
 3.782; 0.45
 3.782; 0.45
 3.782; 0.45
 3.770; 0.45
 3.770; 0.45
 3.795; 0.43
 3.784; 0.44
 3.784; 0.44
 3.784; 0.44
 3.791; 0.43
 3.784; 0.44
 3.784; 0.44
 3.784; 0.44
 3.803; 0.42
 3.795; 0.42
 3.768; 0.44
 3.791; 0.43
 3.782; 0.43
 3.782; 0.43
 3.782; 0.43
 3.800; 0.42
 3.755; 0.44
 3.770; 0.43
 3.784; 0.42
 3.784; 0.42
 3.784; 0.42
 3.795; 0.42
 3.784; 0.42
 3.784; 0.42
 3.784; 0.42
 3.791; 0.42
 3.798; 0.42
 3.789; 0.42
 3.755; 0.44
 3.789; 0.42
 3.793; 0.42
 3.782; 0.42
 3.782; 0.42
 3.782; 0.42
 3.764; 0.43
 3.759; 0.43
 3.775; 0.42
 3.775; 0.42
 3.775; 0.42
 3.793; 0.41
 3.768; 0.43
 3.786; 0.41
 3.793; 0.40
 3.784; 0.41
 3.757; 0.42
 3.784; 0.41
 3.793; 0.40
 3.766; 0.42
 3.752; 0.42
 3.786; 0.40
 3.780; 0.41
 3.780; 0.41
 3.780; 0.41
 3.780; 0.40
 3.780; 0.40
 3.780; 0.40
 3.789; 0.40
 3.789; 0.40
 3.789; 0.39
 3.791; 0.39
 3.764; 0.41
 3.780; 0.40
 3.780; 0.40
 3.780; 0.40
 3.786; 0.39
 3.780; 0.39
 3.780; 0.39
 3.780; 0.39
 3.773; 0.40
 3.773; 0.40
 3.773; 0.40
 3.775; 0.39
 3.775; 0.39
 3.775; 0.39
 3.764; 0.40
 3.800; 0.37
 3.784; 0.38
 3.773; 0.39
 3.773; 0.39
 3.773; 0.39
 3.791; 0.37
 3.791; 0.37
 3.789; 0.37
 3.775; 0.38
 3.775; 0.38
 3.775; 0.38
 3.782; 0.37
 3.766; 0.38
 3.828; 0.35
 3.786; 0.37
 3.755; 0.39
 3.800; 0.36
 3.780; 0.36
 3.806; 0.35
 3.775; 0.37
 3.775; 0.37
 3.775; 0.37
 3.803; 0.35
 3.773; 0.36
 3.773; 0.36
 3.773; 0.36
 3.789; 0.35
 3.780; 0.35
 3.791; 0.35
 3.773; 0.36
 3.773; 0.36
 3.773; 0.36
 3.786; 0.35
 3.789; 0.35
 3.803; 0.33
 3.782; 0.35
 3.755; 0.36
 3.777; 0.34
 3.775; 0.35
 3.775; 0.35
 3.775; 0.35
 3.786; 0.34
 3.780; 0.34
 3.775; 0.35
 3.775; 0.35
 3.775; 0.35
 3.789; 0.33
 3.777; 0.34
 3.791; 0.33
 3.775; 0.34
 3.786; 0.33
 3.782; 0.33
 3.777; 0.34
 3.752; 0.35
 3.741; 0.36
 3.793; 0.32
 3.784; 0.32
 3.775; 0.33
 3.793; 0.32
 3.789; 0.31
 3.764; 0.33
 3.764; 0.33
 3.764; 0.33
 3.775; 0.32
 3.782; 0.32
 3.777; 0.32
 3.773; 0.32
 3.784; 0.31
 3.793; 0.31
 3.800; 0.30
 3.782; 0.31
 3.784; 0.30
 3.780; 0.31
 3.770; 0.31
 3.770; 0.31
 3.770; 0.31
 3.786; 0.30
 3.766; 0.31
 3.766; 0.31
 3.766; 0.31
 3.773; 0.31
 3.809; 0.29
 3.798; 0.29
 3.789; 0.29
 3.764; 0.31
 3.764; 0.31
 3.764; 0.31
 3.806; 0.29
 3.806; 0.29
 3.789; 0.29
 3.770; 0.30
 3.766; 0.30
 3.766; 0.30
 3.766; 0.30
 3.777; 0.29
 3.800; 0.28
 3.795; 0.28
 3.773; 0.29
 3.806; 0.27
 3.780; 0.28
 3.777; 0.28
 3.784; 0.28
 3.791; 0.27
 3.791; 0.27
 3.782; 0.27
 3.789; 0.27
 3.795; 0.27
 3.782; 0.27
 3.793; 0.26
 3.775; 0.27
 3.791; 0.26
 3.786; 0.25
 3.789; 0.25
 3.754; 2.33
 3.694; 2.34
 3.694; 2.34
 3.694; 2.34
 3.733; 2.24
 3.646; 2.41
 3.646; 2.41
 3.646; 2.41
 3.662; 2.31
 3.662; 2.31
 3.662; 2.31
 3.606; 2.42
 3.053; 5.76
 3.686; 2.16
 3.686; 2.16
 3.686; 2.16
 3.115; 5.36
 3.633; 2.24
 3.633; 2.24
 3.633; 2.24
 3.888; 1.95
 3.914; 1.91
 3.796; 1.90
 3.644; 2.13
 3.644; 2.13
 3.644; 2.13
 3.178; 4.87
 3.672; 2.01
 3.672; 2.01
 3.672; 2.01
 3.678; 1.99
 3.678; 1.99
 3.678; 1.99
 3.793; 1.82
 4.700; 3.59
 3.615; 2.15
 3.682; 1.91
 3.682; 1.91
 3.682; 1.91
 5.150; 4.82
 2.465; 8.96
 3.923; 1.75
 3.796; 1.74
 3.608; 2.08
 3.674; 1.87
 3.674; 1.87
 3.674; 1.87
 3.950; 1.74
 3.791; 1.71
 2.840; 6.68
 4.050; 1.86
 3.478; 2.87
 3.900; 1.66
 4.500; 2.88
 3.688; 1.77
 3.873; 1.64
 3.803; 1.61
 3.625; 1.91
 3.604; 1.98
 3.658; 1.79
 3.658; 1.79
 3.658; 1.79
 3.721; 1.67
 3.932; 1.61
 3.600; 1.98
 4.010; 1.69
 3.658; 1.76
 3.658; 1.76
 3.658; 1.76
 3.553; 2.26
 3.923; 1.57
 3.719; 1.63
 3.627; 1.85
 3.674; 1.71
 3.725; 1.62
 3.658; 1.72
 3.658; 1.72
 3.658; 1.72
 3.877; 1.52
 3.844; 1.51
 3.862; 1.51
 3.378; 3.31
 3.994; 1.59
 3.617; 1.84
 3.648; 1.72
 3.648; 1.72
 3.648; 1.72
 3.892; 1.49
 3.854; 1.48
 3.648; 1.71
 3.648; 1.71
 3.648; 1.71
 3.825; 1.48
 3.644; 1.70
 3.644; 1.70
 3.644; 1.70
 3.950; 1.50
 4.117; 1.77
 3.892; 1.44
 3.597; 1.86
 3.664; 1.62
 3.664; 1.62
 3.664; 1.62
 3.892; 1.43
 3.869; 1.42
 3.923; 1.43
 3.923; 1.43
 3.923; 1.43
 3.885; 1.41
 3.877; 1.41
 3.822; 1.41
 3.936; 1.42
 3.888; 1.39
 3.809; 1.40
 3.831; 1.39
 3.831; 1.38
 3.600; 1.78
 3.780; 1.40
 3.950; 1.41
 3.914; 1.38
 3.914; 1.38
 3.914; 1.38
 3.694; 1.48
 3.809; 1.37
 3.905; 1.37
 3.585; 1.86
 3.885; 1.36
 4.020; 1.49
 3.676; 1.50
 3.936; 1.36
 3.644; 1.57
 3.644; 1.57
 3.644; 1.57
 3.896; 1.33
 4.133; 1.67
 3.571; 1.90
 3.888; 1.31
 3.800; 1.32
 3.900; 1.31
 3.975; 1.37
 3.621; 1.62
 3.885; 1.30
 3.798; 1.31
 3.696; 1.40
 3.719; 1.37
 3.975; 1.36
